Address,Balance,Token
0x63be273e126eb0761df316f9325153bdc667f501,11.2008,"MLN"
0x51f6427d4995deffe460787de16439c1262ab255,8001.0000,"MLN"
0x5ff0bc8f9fd6618ad640ff04d09010a0a23859dc,4.0000,"MLN"
0x80439b39e400a3a9a621e1f65c4e6d8b472804a2,0.3000,"MLN"
0xcbde280b6d153768fefdd00a3b26a3b5a8aa4f39,7.6262,"MLN"
0x458cf6d83c4aaa65a3d9cc8d3d25cec6f4101747,1.9900,"MLN"
0xd27d90b337717fd91c4d409f712b890d4ee2fdd6,21.4970,"MLN"
0x7b394a511a777051e227705c898ab5a5a2ff2f63,0.0826,"MLN"
0xb6d6d65ef074269886eaea0f889cb0bc83454c7a,0.1335,"MLN"
0x63b2ecae2ba688e28da4779fa51ecd32fc2f1d93,4.9970,"MLN"
0x8c8ac259e4391bf37889241af7459c830330b363,10.8653,"MLN"
0x6120400cad4209872f9cf67a86b0811caf88ea34,0.4785,"MLN"
0xd1e58b39f21d36ae0d4727f70abed3bd3be7ff18,37.0000,"MLN"
0xb55a3f43676f325dd503180e9e8771e0ec9f32c3,24.9900,"MLN"
0xa30f1d7616fe748a2e71162340c277817fdd5a7a,5.9940,"MLN"
0x8465bc0bc4cdfee66c67902efefbd96488539047,6.9500,"MLN"
0xf22936212d1483d2bdbf84848f13dbdd4f5005ce,800.0019,"MLN"
0x769214beacfa3802ec69ac80ec7a5c5465a168a2,0.0086,"MLN"
0x60b3c2478c0ae1a7913d0f5a8b0f0d861245b077,10.9000,"MLN"
0x6caf5946aca90f231279c34829fb218aacf5bbf2,31.6588,"MLN"
0xabe57445af3e73efbae05f99f80545a4a813b23e,10.0300,"MLN"
0xafbc46e8e922fca4df77a031bc3aa0bb497fe9d6,48.1869,"MLN"
0x00069d5e9c2f9635346c5a0b90967ca98e47c19c,515.7487,"MLN"
0xc01b854525a8b76ba220126c1e4bc924e7b3e734,204.9599,"MLN"
0x94eecda5dca1c93205566f4c7a73588fdeafd201,38.4555,"MLN"
0xf8e7cfdd55538f81e7ed111fcf40482541261fb0,39.9798,"MLN"
0x570a572790fbef5e50cf2f1ae23510b61b41baff,0.5937,"MLN"
0x1df7f130cdf355016027d7a8c256b31b29b14daa,0.1023,"MLN"
0xe1d3cd92d8f9724b2ed7278a34b9fbf84a4a50a7,2.0800,"MLN"
0xd02e4dfb47555722c26724ff05597ef74830c54c,0.0001,"MLN"
0x45e177a3abcdc6dfdf4040188058fe6340dcc6f2,0.0988,"MLN"
0x6e155898fbee6767f8878ea3138a415040442eb1,2.9940,"MLN"
0x071398d6ebb20c767371a6114724ea24faea421f,109.3655,"MLN"
0x9e1b4baf552e17045953820a734f3e8424f2c275,0.1290,"MLN"
0xf582a66d4386cb0e05dc4ad6c22de2a1e1aaba85,12.1920,"MLN"
0x06173b3384c75ead92fceb9297e2593a33fdbff2,4.9278,"MLN"
0xf9423b4b1ed2757a4940083a9020c711e71f85ff,1164.6563,"MLN"
0x47a2980abd23b8d6c423d9bedc29a4701912716d,25.0000,"MLN"
0x2677423da55af62a947234590c8616bbfef2c389,71.2970,"MLN"
0xf29408e919211163679ca4ae235debc22f470f6a,0.8805,"MLN"
0x51f13c84b49b64ba6b1615e7d91b11066908bf3c,0.6028,"MLN"
0x7eea341a697d5e679d435d17140367409547c2fd,0.1240,"MLN"
0x51f1ab46d67ab77baf4600617113411336c078b2,591.5241,"MLN"
0x359beb0e206b50ade7acbef6eb36058ba4b4e9b5,15.9970,"MLN"
0x3cb33a9c299c15ed92a5c18cacda2b59f8467a5b,0.3980,"MLN"
0xc5e3343c658b959873f927b4b4fff3a47876bb55,0.9800,"MLN"
0x336cd24ac6afec0c232ab7108a0cf10876540580,45.0375,"MLN"
0xa31188576e1037dc8484cfcaf8e1af9fefea9b07,0.3745,"MLN"
0x5b4fd404c33190d8d58a42e8714c773def75d7f0,0.4500,"MLN"
0xee2e0e56e11fae260f3de0d6767fc1e970fc69d3,328.8394,"MLN"
0x558d12f40dd636ad551313a94210a9fad3ba8e08,0.2022,"MLN"
0x78f50f871ed1e318f4e4bf134e9103da28b719cf,3.1104,"MLN"
0x24af9b3033d6e6d8acc87931d67b26b7eafab2d8,864.9761,"MLN"
0xd09d7fcbc018bd5fd6b81a8515bbd4886dd0e803,0.0500,"MLN"
0x486a02af79bd5951229eab4d552a493189d1a038,7.0521,"MLN"
0x67c48d831d2d0fd783c56a41c74184ff58f14e8c,6.3548,"MLN"
0xe8ba3bf9b48f61b7e040ed66dfb01f6d2ad2893a,0.3600,"MLN"
0x6baa7e17615786ae9d3247f21f3929742d783510,11.3498,"MLN"
0x072de550a0bd00b26ff486ba8f021260d97b0c23,0.0642,"MLN"
0x5ac186ad2ee7699e8bfd36c868a7a59fc0802b42,230.9910,"MLN"
0x4805bd6c23e8643b96117415a645acadf83d38da,0.1496,"MLN"
0x548bda3081d44b8678cc412dee6aa93e3a9bab6d,1.0000,"MLN"
0x348c659b5db0d5a2768bd5c21df7de16afbea2be,0.9563,"MLN"
0x5b0fcae669bd54887b8a7f8880145b3f04a905e8,34.6656,"MLN"
0x78bc52ea56120eb8b082213397b22398c804be14,2.4567,"MLN"
0x038a565bffd9b6e27d9806247658e3a4b057d27b,30.7203,"MLN"
0x5488c55fabb24691efa3134e3f0a9326a082e5c8,0.0026,"MLN"
0xb690b8c79741ccd66034aa3ce051fc813e200074,0.0976,"MLN"
0xe0b94cfd66308966848dfc4496d783a98b507dd9,2.0434,"MLN"
0x42f54baaa6b78b5494c1e7022ab9aede97e95500,4.3000,"MLN"
0x92f411d3ffa8c8171417a790e61bd0184b559410,0.4970,"MLN"
0x5fcbd88e694f4a399f717a84618e6569c467eaf6,125.0300,"MLN"
0xd83ce562712008fa6fcabc13c532f8ba3364650b,52.1315,"MLN"
0x953d1111662196af36e9d387c0f909e14111fa76,0.0023,"MLN"
0x991d49f8a861d9d17545038b5e331ee570c58e80,2.4800,"MLN"
0xda4fe789acfa687107382a2ce5d8af6efdcd53b0,0.2800,"MLN"
0x6c4e72c1a81776e4abf7b449bc1c58c6b849bc6a,0.0700,"MLN"
0x6e931b5eaf39c01ef4a6d6c36ea298646325a2a8,3.9971,"MLN"
0x37d9b4e7dd652d945ef0adf9733bd94f659c9020,9.1940,"MLN"
0x197959cc9f230039f6fb4345558423e74b2f3d8c,1.5184,"MLN"
0xdcb98e5479f43fd5f6f095500c18bbe133235b0a,19.9970,"MLN"
0x6596d3dabdafe2a2fe2f5a01a671676b178e0cd6,0.4437,"MLN"
0x03bfb049cb28b71f0cdcbbe86094dd9b490cb8c5,0.1900,"MLN"
0xbf9c51f7026ccb6829b7a101a6d8d302f64059da,0.0584,"MLN"
0x3b6b98c192704f3eb313d0b04e6ebfa9d4d70bcc,2.8000,"MLN"
0xecb40c3e41b0702c6817ad055131f415259953d0,15.9800,"MLN"
0x1cf3b4c36492563fbedca6114b2799da441fd0c4,0.0990,"MLN"
0x8226fddfaae0098a24b5058c705b6c2a07ceecb7,782.7060,"MLN"
0x17e738b5e21565e7408463e49db2571126852996,0.9644,"MLN"
0x9cceffdff4726cf28b1cca6ffb1beb005c4afb44,20.0000,"MLN"
0x64c416035ac1cd91ba3798770d2cc1b208346067,0.6296,"MLN"
0x5087ef4dd648a1a6c25a4202f8d8b9429d514903,2.4011,"MLN"
0x62e8d7ce967480fca9ec607c41066e22446ebca8,710.4204,"MLN"
0xe62017c4b54979e60140ee655d2aacabd6aa8921,18.3351,"MLN"
0x450b1dd1cf46f00cfc4d9f3239eccd71994481d0,30.9448,"MLN"
0xe8b37b8c02b97076290565842858eef4ffee5f3c,1696.6197,"MLN"
0x4212fb436bb377cc3c10f5e2f16894daefa68f2f,34.2681,"MLN"
0xfcadfd7eceee04868e90c5a9da3d2898d6fedc92,62.0918,"MLN"
0x720424c24246fb2dee16b2e16677de2c65efb856,1.0790,"MLN"
0x51401b376d9415932de8a2499654da7902505f89,8.8189,"MLN"
0xd8e52b9b2c637edded7ccaa01c91d2f082ae91ae,0.7117,"MLN"
0x0a0dd36ca414a3d1e74511c14633029438187241,5.4000,"MLN"
0x8025ade16947dd853c7a3536a6a623638bc58450,3.9970,"MLN"
0x915e3c29a5d11a3b2fbc81a58e96ad524b08f6ef,3.1703,"MLN"
0xcdc9424e8ff163067f66ca3164d03931523643b5,0.8720,"MLN"
0x79057cd126c89b5f06ec233d97b784b2e60fcb99,1.4425,"MLN"
0xa2be63c71b7d34805e68a8a683e7b2d1be828754,6.0000,"MLN"
0x4032809b3a97a382c6b99b8bb574e18a02d0b040,0.6007,"MLN"
0x0129a139d3c847421ee3be97689a3bb9ee109e04,1.1688,"MLN"
0x3073020e86df4d8cd97fefe4b7969eb88e67902b,0.2791,"MLN"
0x5823d5487369aa5d46242bf209b1d51fc71fc408,0.5000,"MLN"
0x836e6a85900d27690bede328c6e9599aa076177b,4.9900,"MLN"
0x822c8c692f9f35833802ed56679cca13f7a2db72,0.4558,"MLN"
0xbab7cebed2d3cdd9cb9f5972139e5715cce79148,99.9900,"MLN"
0x2e496a0b642f1fdbf0049f7b7d0da0a07df909f6,0.0950,"MLN"
0x834e5b96aaf1d3451945c6baafd789e65f447b87,1.0000,"MLN"
0xb25cc082abc151ad3a049d68ce43a839b725bb76,0.5811,"MLN"
0xd222639547f0e78770ba2e4ac91fd86e5b408f11,37.9970,"MLN"
0x2b29c1c8b2c751e32cc8223371438ed956448c4a,1.4970,"MLN"
0x0d0eedb508a38f4ca2389d63bea3dcb6d7621814,9.1005,"MLN"
0xc946392a12bebc6e5d1071ca1d5b26c7f4787077,0.2120,"MLN"
0xf1e528b4d2aae6299d8d7e60cd9c54032ec8052f,11.6300,"MLN"
0x00a839de7922491683f547a67795204763ff8237,0.5852,"MLN"
0x11736f2dc384c424ad431958a8576aca460f836f,47.7045,"MLN"
0x04d3ddc3a2bdd6ea8740354ba5524c3fe6eaffab,0.9892,"MLN"
0x3dd9dbc6d32c473549f323b5fcb68ca72d30ef7f,0.9900,"MLN"
0x88fccd2564750e38e15a243868b2631031c2b8e3,0.5301,"MLN"
0x67fb8cf736057fe611a2637b70321a52190d1d22,1.7953,"MLN"
0xabeccec41d9741473727d517739c576f7e5eb7aa,18.1780,"MLN"
0xf325931c895bd3e6068d73c022e20155d544fa7a,55.0722,"MLN"
0xfee2974f103ad981b90fcce8c6fe982e6f9a2d8e,142.0100,"MLN"
0xf4adb9ba51fde3eaee89ce9a60e99992611849fd,177.8668,"MLN"
0x5b6d9d663b0c8bcf1835b8110ef3ebf476b4a382,250.0000,"MLN"
0x580a986b101a9bed1283bfc7040f1153112b6c42,108.5466,"MLN"
0x7d6f120918ff28a8245407c3cfeed7a1c2809fda,0.1309,"MLN"
0x68decf0ec15c5d5d4f044b9e19252d889ed12f33,0.8785,"MLN"
0x65ae726e3cccc720d7598fc1c4171a1b1b24122b,0.6000,"MLN"
0x124a9da08cf12743dfad4c3d20a4fdb8bc198995,0.1595,"MLN"
0x1b033805fac2049a8f6a47c5f5aa60e9e79e09bb,0.6210,"MLN"
0x29686866734edb350becb5113a85d34b3cd29253,29.8817,"MLN"
0xc8640513a0ff3e964e295b4a510f71be16c1ddf9,3.0000,"MLN"
0xaf51aa56e04884d6931aa169e6685c848a9547c2,0.4953,"MLN"
0x600451d22b81cbc312e8df21a47a2a80882e7d45,0.3304,"MLN"
0xe7670602d9bcc09e55fea7ef4b9b1ffddb4f10ad,0.9800,"MLN"
0x28c5af93f7efdfba433cc5254790caa06d506966,15.7473,"MLN"
0xcbd2c6388f3de97ca36445d4f0a6f50ff823f5e1,0.0669,"MLN"
0x655996746cba6e46f9fbe91a34df3cf3c2be9823,11.1466,"MLN"
0x5cadada94817f38a9cd08bfa0db27a026630d181,1.5631,"MLN"
0xe10876e636a37fccb49696fcf26bf471007fae87,7.5070,"MLN"
0xf815a69d060322dc383e4d1378d62d9be10fc164,85.1545,"MLN"
0x3cbe654df532c6b7e8dd6428617df7359d468e99,844.6161,"MLN"
0x6105a15f42d7fba1098844902beab8ec218af982,90.5068,"MLN"
0x5963c9988c44bde455703374f31fec187f28daa6,300.5500,"MLN"
0xbda634e347850d851fcd33af984bbe6e2abb6b8f,0.9970,"MLN"
0xb62e830d12e9a2733c54c3c452e8a41745b8db31,9.9970,"MLN"
0x29c0e2e69bf69a88886dcef7d239f11ccaac49ca,0.2470,"MLN"
0x0e59ca1084d3156724230482db946f60eb491d1c,20.6636,"MLN"
0x92a6e939b18ee1979caecb1dda7a6a9850bcf836,1.9970,"MLN"
0xbc1609d685b76b48ec909aa099219022f89b2ccd,91.5084,"MLN"
0x6e30a40a23509d334134fb412f4d89b870e07103,15.4969,"MLN"
0x0e2c363690707a129cc693af6385a8aaece31433,40.8481,"MLN"
0x55db22f31035d8aaaebdaec09cd440cac6a491f8,0.0189,"MLN"
0xc155e5ca4e17041333ae66728b1fd77bf178be74,276.7927,"MLN"
0xb3050d691b6c66526496945698c2d15130b43305,0.5477,"MLN"
0x0068fa0c5b3e7f5aca9916970334ac9a709fd132,100.0000,"MLN"
0xbaa12224fc95be819df67f63d3f981542e275cb2,22.3873,"MLN"
0x2b52922767c1a2565d6bcdddcb19355d52bd9fbb,4.4724,"MLN"
0xc1cc536769aa18e6e552c797b7e796e88cee4134,45419.0775,"MLN"
0x53e319a391664c9685d20e821daff6d6181abde6,2.4795,"MLN"
0xd235e06fa7c4f2cb7fc24434375df310b55ce35e,2.0000,"MLN"
0xf8cd8c4f741c64380806eae1c3e374ba48d1d46f,4.3936,"MLN"
0x6c2ee58502b9ee11c7ba69b578c9852222d5fee3,0.1437,"MLN"
0x65428c8a91195662bf21815387fb3b8700bb6c9a,0.0100,"MLN"
0x7165c3a7d5122b9aaa5f91b8517e97f479d29259,0.6950,"MLN"
0x2e7efb5acdaa8dba9160e63308431a240fdfc9e8,9.5261,"MLN"
0x8eefe16676de7da192891676789441d87441f750,0.0900,"MLN"
0x6037f63199f9476e63fb9dcd71b47cfb28479064,16.8485,"MLN"
0x207b896fac712abd1aa8b145fba50865c93f3964,0.3905,"MLN"
0xd837c2155ee3e49dc6f4aba614fcf495b419aa4b,444.1093,"MLN"
0x00a2173852fc697b7d26a3bb0324496f3baabf79,8001.6612,"MLN"
0x59fa2295cb7b64a528fca72271bd009d93ca7d33,1.8463,"MLN"
0xf8e28e60a49e3210c6620f9f64a874459adb2b2d,44.6860,"MLN"
0x64135ab16d29d58aacad959ec6583a68bbcad6b5,70.6275,"MLN"
0xd366b105e9d147ffa7d55eae7e2b1b8aff2ec9c8,11.5937,"MLN"
0x0a5430305adac05064b5c567b25e6d431a93cada,46.9970,"MLN"
0xb6b34ee9040c6db6052d2bcececa1877c26079a9,1.9970,"MLN"
